doro,one,two,three,delta
서울특별시 마포구 토정로 242,2334,2969,3252,918 
서울특별시 마포구 토정로 67,2683,2741,3305,622 
서울특별시 마포구 토정로11길 39,1548,2187,2059,511 
서울특별시 마포구 토정로18길 11,4331,5559,5903,1572 
서울특별시 마포구 토정로2길 6-12,2293,2391,2698,405 
서울특별시 마포구 토정로31길 23,4382,5728,7349,2967 
서울특별시 마포구 토정로31길 24,4723,5741,7593,2870 
서울특별시 마포구 토정로32길 11,3284,3672,5108,1824 
서울특별시 마포구 토정로32길 6,3011,3193,4700,1689 
서울특별시 마포구 토정로37길 46,1504,2036,2520,1016 
서울특별시 마포구 토정로5길 9,2420,2620,3154,734 
서울특별시 마포구 포은로 147,1734,2016,2046,312 
서울특별시 마포구 포은로2나길 35,2276,0,2727,451 
서울특별시 마포구 포은로6길 34,2381,2287,2500,119 
서울특별시 마포구 포은로8길 8,2311,0,3159,848 
서울특별시 마포구 홍익로 10,2463,3034,3152,689 
서울특별시 마포구 희우정로 105,1550,0,2037,487 
서울특별시 마포구 희우정로 120,2005,0,2049,44 
서울특별시 마포구 희우정로 15,2680,0,3884,1204 
서울특별시 마포구 희우정로1길 48,2269,2456,2435,166 
서울특별시 서대문구 가재울로 45,1913,2472,2876,963 
서울특별시 서대문구 가재울로6길 53-87,1114,1281,1636,522 
서울특별시 서대문구 가재울미래로 2,2926,3060,4352,1426 
서울특별시 서대문구 가좌로 34,1272,1358,1516,244 
서울특별시 서대문구 거북골로 120,2400,2370,4294,1894 
서울특별시 서대문구 거북골로 154,1757,2133,2322,565 
서울특별시 서대문구 거북골로 91-6,1914,2049,2757,843 
서울특별시 서대문구 거북골로14길 32,2396,3369,3173,777 
서울특별시 서대문구 거북골로18가길 23,1940,2038,2349,409 
서울특별시 서대문구 경기대로 26-7,2312,2551,3038,726 
서울특별시 서대문구 경기대로3길 19-5,3086,0,4186,1100 
서울특별시 서대문구 경기대로3길 7,2284,2885,3813,1529 
서울특별시 서대문구 경기대로5길 23,1596,0,5887,4291 
서울특별시 서대문구 경기대로9길 60,1897,2614,3895,1998 
서울특별시 서대문구 독립문공원길 17,2697,3752,3427,730 
서울특별시 서대문구 독립문로 10,2365,2755,3067,702 
서울특별시 서대문구 독립문로14길 33,3146,3539,4388,1242 
서울특별시 서대문구 독립문로14길 74,2205,3142,3473,1268 
서울특별시 서대문구 독립문로8길 33,1409,1537,2245,836 
서울특별시 서대문구 독립문로8길 54,2726,3907,3724,998 
서울특별시 서대문구 동교로 290,1751,2491,2724,973 
서울특별시 서대문구 동교로 291,2312,2807,3082,770 
서울특별시 서대문구 명지길 104,1832,1779,1637,-195 
서울특별시 서대문구 명지길 42,1327,0,1366,39 
서울특별시 서대문구 명지길 58,1501,1456,1363,-138 
서울특별시 서대문구 모래내로 143,1356,1640,1769,413 
서울특별시 서대문구 모래내로 151,3482,3647,3442,-40 
서울특별시 서대문구 모래내로 309,1888,2210,2353,465 
서울특별시 서대문구 모래내로 319,1675,2094,2305,630 
서울특별시 서대문구 모래내로 411,2441,2958,3115,674 
서울특별시 서대문구 모래내로 430,2072,2902,2713,641 
서울특별시 서대문구 모래내로 453,1347,1498,1810,463 
서울특별시 서대문구 모래내로 455,1177,1587,1665,488 
서울특별시 서대문구 모래내로 460,932,1182,1382,450 
서울특별시 서대문구 모래내로17길 21,1408,1637,1541,133 
서울특별시 서대문구 모래내로17길 65-17,894,0,1170,276 
서울특별시 서대문구 모래내로17안길 30,869,0,1294,425 
서울특별시 서대문구 문화촌길 6-24,1876,2439,2516,640 
서울특별시 서대문구 북아현로 29,5255,5779,5906,651 
서울특별시 서대문구 북아현로 40,2825,4337,5797,2972 
서울특별시 서대문구 북아현로 87,1681,0,2456,775 
서울특별시 서대문구 북아현로1가길 20,4103,4852,5670,1567 
서울특별시 서대문구 북아현로1길 17,3943,5459,6066,2123 
서울특별시 서대문구 북아현로1길 50,3626,4462,5804,2178 
서울특별시 서대문구 북아현로20길 16,2416,0,4371,1955 
서울특별시 서대문구 북아현로20길 40,2816,3407,4381,1565 
서울특별시 서대문구 북아현로22길 24,2917,2741,3916,999 
서울특별시 서대문구 북아현로22길 45,1970,0,2155,185 
서울특별시 서대문구 북아현로22길 56,2113,3390,3244,1131 
서울특별시 서대문구 북아현로22길 81,1830,1874,2069,239 
서울특별시 서대문구 북아현로22길 86,1968,3045,3909,1941 
서울특별시 서대문구 북아현로6길 15,3577,0,5778,2201 
서울특별시 서대문구 북아현로6길 19-19,1909,2691,2363,454 
서울특별시 서대문구 북아현로6길 65-21,2313,4457,4318,2005 
서울특별시 서대문구 북아현로6길 78,2848,3409,4273,1425 
서울특별시 서대문구 서소문로 27,2896,2965,3181,285 
서울특별시 서대문구 서소문로 43-8,2733,3686,3546,813 
서울특별시 서대문구 성산로 394,2470,2200,2131,-339 
서울특별시 서대문구 세검정로 106-8,1508,1731,1826,318 
서울특별시 서대문구 세검정로 134,1441,1825,1847,406 
서울특별시 서대문구 세검정로1길 35,1754,2426,2446,692 
서울특별시 서대문구 세검정로1길 95,1575,1435,2189,614 
서울특별시 서대문구 세검정로3길 63,1792,2270,2050,258 
서울특별시 서대문구 세무서2길 64,1522,1942,2104,582 
서울특별시 서대문구 세무서8길 49,1269,2002,2593,1324 
서울특별시 서대문구 세무서길 106-12,1469,2593,2329,860 
서울특별시 서대문구 송죽길 57-4,1218,1342,1176,-42 
서울특별시 서대문구 수색로 100,2755,3706,4218,1463 
서울특별시 서대문구 수색로 102,1608,1568,2191,583 
서울특별시 서대문구 수색로 147-1,1942,2155,2669,727 
서울특별시 서대문구 수색로 154,2004,2154,2878,874 
서울특별시 서대문구 수색로 157,2099,2708,3261,1162 
서울특별시 서대문구 수색로6길 43,2621,3753,3593,972 
서울특별시 서대문구 수색로8길 40,1845,2724,2932,1087 
서울특별시 서대문구 신촌로 1,3233,3964,3723,490 
서울특별시 서대문구 신촌로 149,3974,3731,4119,145 
서울특별시 서대문구 신촌로1길 29,1611,1877,1974,363 
서울특별시 서대문구 신촌로1길 69,1899,0,1794,-105 
서울특별시 서대문구 신촌로35길 10,4848,5092,7189,2341 
서울특별시 서대문구 신촌역로 10,1444,1535,1129,-315 
서울특별시 서대문구 연희로 261-60,2517,2609,2805,288 
서울특별시 서대문구 연희로 377,1910,1946,2448,538 
서울특별시 서대문구 연희로 38-20,2512,2820,3738,1226 
서울특별시 서대문구 연희로11자길 14-23,1156,0,1791,635 
서울특별시 서대문구 연희로15길 127,952,1211,966,14 
서울특별시 서대문구 연희로15길 131,1388,1319,1408,20 
서울특별시 서대문구 연희로25길 101,1339,1667,1905,566 
서울특별시 서대문구 연희로28길 35-28,2384,2641,3068,684 
서울특별시 서대문구 연희로2길 46,1808,0,2378,570 
서울특별시 서대문구 연희로2안길 22,1947,1961,1839,-108 
서울특별시 서대문구 연희로2안길 24,1767,2049,2349,582 
서울특별시 서대문구 연희로32길 20,1830,1752,2182,352 
서울특별시 서대문구 연희로32길 48,2149,2260,2823,674 
서울특별시 서대문구 연희로39길 21,1215,0,1205,-10 
서울특별시 서대문구 연희로39길 9,890,0,1281,391 
서울특별시 서대문구 연희로41길 114,1370,1361,1529,159 
서울특별시 서대문구 연희로41길 142,1276,1375,1546,270 
서울특별시 서대문구 연희로41길 152,1178,977,1196,18 
서울특별시 서대문구 연희로41길 162,1241,960,1335,94 
서울특별시 서대문구 연희로5길 14,4070,3665,3991,-79 
서울특별시 서대문구 연희로5길 54-11,2940,2977,3647,707 
서울특별시 서대문구 응암로 132,1441,0,1713,272 
서울특별시 서대문구 응암로 133,3110,2929,3001,-109 
서울특별시 서대문구 응암로 28,1866,2222,2258,392 
서울특별시 서대문구 응암로 33,1670,2201,2294,624 
서울특별시 서대문구 응암로 42,1440,0,2124,684 
서울특별시 서대문구 이화여대1길 10,2212,2754,2864,652 
서울특별시 서대문구 이화여대1안길 22,4683,4477,4093,-590 
서울특별시 서대문구 이화여대8길 62,2477,2986,3963,1486 
서울특별시 서대문구 이화여대길 50-12,2352,2770,3636,1284 
서울특별시 서대문구 증가로 191,2038,2710,3062,1024 
서울특별시 서대문구 증가로 193,870,1019,1155,285 
서울특별시 서대문구 증가로 200-8,1884,2135,2622,738 
서울특별시 서대문구 증가로 51,1489,1629,1754,265 
서울특별시 서대문구 증가로 61,804,626,830,26 
서울특별시 서대문구 증가로20길 68-10,1115,0,1154,39 
서울특별시 서대문구 증가로20나길 21,1324,0,887,-437 
서울특별시 서대문구 증가로29길 30-14,1477,1540,1516,39 
서울특별시 서대문구 증가로29길 30-18,1380,1616,1531,151 
서울특별시 서대문구 증가로2길 40-16,716,958,923,207 
서울특별시 서대문구 증가로30길 8,1980,0,2027,47 
서울특별시 서대문구 증가로32안길 76,1132,1280,1366,234 
서울특별시 서대문구 충정로 30,2330,0,2791,461 
서울특별시 서대문구 충정로 50,1782,2072,2331,549 
서울특별시 서대문구 충정로5길 27,1716,2301,2535,819 
서울특별시 서대문구 충정로7길 30,2253,2014,2845,592 
서울특별시 서대문구 충정로7길 9,1094,935,1462,368 
서울특별시 서대문구 통일로 279-75,2147,2622,2811,664 
서울특별시 서대문구 통일로 319,2426,2459,3615,1189 
서울특별시 서대문구 통일로 332,2103,2944,2871,768 
서울특별시 서대문구 통일로 344,1670,2920,3251,1581 
서울특별시 서대문구 통일로 348,1983,2620,2732,749 
서울특별시 서대문구 통일로 357,2311,2623,3230,919 
서울특별시 서대문구 통일로 397,2273,2700,2895,622 
서울특별시 서대문구 통일로 476,1099,0,1433,334 
서울특별시 서대문구 통일로 510,3276,3563,3665,389 
서울특별시 서대문구 통일로 530,2205,2247,2854,649 
서울특별시 서대문구 통일로 536,2848,2233,3210,362 
서울특별시 서대문구 통일로 553,2300,2669,3027,727 
서울특별시 서대문구 통일로 555,1337,1180,1730,393 
서울특별시 서대문구 통일로25길 30,1960,2336,2846,886 
서울특별시 서대문구 통일로26길 17,1694,2300,2386,692 
서울특별시 서대문구 통일로31길 6,1318,0,2279,961 
서울특별시 서대문구 통일로34길 43,2224,2330,3300,1076 
서울특별시 서대문구 통일로34길 46,2262,2614,3114,852 
서울특별시 서대문구 통일로37길 30,1420,1522,1681,261 
서울특별시 서대문구 통일로37나길 12,1567,1920,2132,565 
서울특별시 서대문구 통일로37나길 43,1822,0,1806,-16 
서울특별시 서대문구 통일로37나길 52,1287,0,2081,794 
서울특별시 서대문구 통일로37나길 65,1015,1153,1169,154 
서울특별시 서대문구 통일로37나길 66,1188,0,1374,186 
서울특별시 서대문구 통일로39가길 57,2036,2510,2802,766 
서울특별시 서대문구 통일로39길 104,1052,0,1071,19 
서울특별시 서대문구 통일로39길 25,1153,1376,1616,463 
서울특별시 서대문구 통일로48가길 15,2091,2312,2254,163 
서울특별시 서대문구 통일로48가길 37,1422,1785,1807,385 
서울특별시 서대문구 통일로48나길 2,1015,0,2125,1110 
서울특별시 서대문구 통일로48나길 32,1184,0,1020,-164 
서울특별시 서대문구 포방터10길 33,1309,1398,1546,237 
서울특별시 서대문구 포방터2길 59,1129,0,1460,331 
서울특별시 서대문구 홍연2길 21,1309,0,1712,403 
서울특별시 서대문구 홍연8길 7,1365,0,1696,331 
서울특별시 서대문구 홍은중앙로 149,1568,1749,2044,476 
서울특별시 서대문구 홍은중앙로 156,1005,1065,1058,53 
서울특별시 서대문구 홍은중앙로 81,1566,1932,1824,258 
서울특별시 서대문구 홍은중앙로1길 33,1519,1712,1785,266 
서울특별시 서대문구 홍은중앙로1길 65,1689,1903,2253,564 
서울특별시 서대문구 홍은중앙로5길 74,1084,1244,1108,24 
서울특별시 서대문구 홍제내2길 67,1517,2357,2301,784 
서울특별시 서대문구 홍제내길 168,1661,2147,2255,594 
서울특별시 서대문구 홍제내길 174,1530,1398,1943,413 
서울특별시 서대문구 홍제원길 26,1676,1774,1967,291 
서울특별시 서대문구 홍제천로 194,1517,1834,1778,261 
서울특별시 서초구 강남대로 224,3089,3284,4061,972 
서울특별시 서초구 강남대로 321,3448,2604,4122,674 
서울특별시 서초구 강남대로 375,1880,2455,2420,540 
서울특별시 서초구 강남대로 455,3240,3909,4115,875 
서울특별시 서초구 강남대로12길 24-2,3178,0,3290,112 
서울특별시 서초구 강남대로16길 22-13,2324,0,2662,338 
서울특별시 서초구 강남대로16길 37,2370,2273,2661,291 
서울특별시 서초구 강남대로2길 24,2305,0,2109,-196 
서울특별시 서초구 강남대로30길 51-3,2324,2581,2470,146 
서울특별시 서초구 강남대로34길 19,2466,0,2555,89 
서울특별시 서초구 강남대로34길 58,1906,2246,2753,847 
서울특별시 서초구 강남대로34길 82,2133,0,2939,806 
서울특별시 서초구 강남대로39길 15-10,4622,4408,4289,-333 
서울특별시 서초구 강남대로39길 5,3724,3772,4485,761 
서울특별시 서초구 강남대로43길 51,2725,2051,3027,302 
서울특별시 서초구 강남대로53길 11,2699,2282,2908,209 
서울특별시 서초구 강남대로55길 9-7,4877,5014,5832,955 
서울특별시 서초구 강남대로61길 17,2759,3156,3227,468 
서울특별시 서초구 강남대로61길 23,2588,2568,3235,647 
서울특별시 서초구 강남대로6길 126,2126,0,2027,-99 
서울특별시 서초구 강남대로6길 148,2429,0,2867,438 
서울특별시 서초구 강남대로6길 70,2190,2246,2396,206 
서울특별시 서초구 강남대로95길 56,2600,3204,3928,1328 
서울특별시 서초구 강남대로95길 81,2641,3314,3369,728 
서울특별시 서초구 고무래로 35,6862,7437,8585,1723 
서울특별시 서초구 고무래로 94,4036,5164,6676,2640 
서울특별시 서초구 고무래로10길 13,2704,3075,2932,228 
서울특별시 서초구 고무래로10길 16,3373,4462,5678,2305 
서울특별시 서초구 고무래로10길 28,3469,3673,4448,979 
서울특별시 서초구 고무래로10길 31,2494,2728,2753,259 
서울특별시 서초구 고무래로10길 39,3799,4799,3810,11 
서울특별시 서초구 나루터로 46,4514,4726,5290,776 
서울특별시 서초구 나루터로4길 28,4960,10011,9331,4371 
서울특별시 서초구 나루터로4길 39,7928,9065,10612,2684 
서울특별시 서초구 나루터로4길 49,5601,7306,9276,3675 
서울특별시 서초구 나루터로4길 61,5775,6963,9425,3650 
서울특별시 서초구 남부순환로 2183,3252,4180,4526,1274 
서울특별시 서초구 남부순환로 2311-12,3311,3853,3839,528 
서울특별시 서초구 남부순환로 2343-10,3331,3754,3378,47 
서울특별시 서초구 남부순환로 2614,3080,3587,4680,1600 
서울특별시 서초구 남부순환로287길 7,2312,2758,3375,1063 
서울특별시 서초구 남부순환로289길 16,2884,0,4703,1819 
서울특별시 서초구 남부순환로291길 5,2069,2130,2493,424 
서울특별시 서초구 남부순환로317길 34,2950,3646,4214,1264 
서울특별시 서초구 남부순환로323길 38-15,3543,4271,5629,2086 
서울특별시 서초구 남부순환로323길 38-16,3855,3546,4866,1011 
서울특별시 서초구 남부순환로337가길 51-6,1867,0,3426,1559 
서울특별시 서초구 남부순환로337가길 51-9,3358,4134,4739,1381 
서울특별시 서초구 남부순환로356길 95-10,2455,2582,3488,1033 
서울특별시 서초구 논현로11길 20,2527,0,3128,601 
서울특별시 서초구 논현로1길 23,2182,2610,2195,13 
서울특별시 서초구 논현로1길 25,2247,2908,2898,651 
서울특별시 서초구 논현로1길 33,2467,2387,2501,34 
서울특별시 서초구 논현로27길 57,3798,4819,4218,420 
서울특별시 서초구 논현로31길 24-17,1369,0,2647,1278 
서울특별시 서초구 동광로 160,2893,0,2939,46 
서울특별시 서초구 동광로 62,3524,4381,4522,998 
서울특별시 서초구 동광로 89-5,3890,4054,4442,552 
서울특별시 서초구 동광로19길 51,2600,3146,3582,982 
서울특별시 서초구 동광로1길 112,3466,4485,3321,-145 
서울특별시 서초구 동광로1길 84,2402,0,3347,945 
서울특별시 서초구 동광로27길 29-6,4513,3802,3801,-712 
서울특별시 서초구 동광로27길 67,5032,2747,5620,588 
서울특별시 서초구 동광로32길 8,4917,0,6262,1345 
서울특별시 서초구 동광로33길 15,2549,0,2007,-542 
서울특별시 서초구 동광로39길 10,4055,0,3109,-946 
서울특별시 서초구 동광로39길 7,2336,0,3642,1306 
서울특별시 서초구 동광로3길 18,3204,4047,5576,2372 
서울특별시 서초구 동광로41길 32-1,2656,2908,2797,141 
서울특별시 서초구 동광로42길 4,2812,0,3468,656 
서울특별시 서초구 동광로43길 14-30,2709,0,3502,793 
서울특별시 서초구 동광로43길 58,4233,0,4210,-23 
서울특별시 서초구 동광로49길 89,2908,2859,3182,274 
서울특별시 서초구 동산로12길 13-16,2604,2780,2960,356 
서울특별시 서초구 동작대로 108,3458,3844,4731,1273 
서울특별시 서초구 동작대로 112,3858,4606,5370,1512 
서울특별시 서초구 매헌로6길 46,1759,0,2003,244 
서울특별시 서초구 명달로 10,2626,3433,4193,1567 
서울특별시 서초구 명달로 112,3462,4318,4457,995 
서울특별시 서초구 명달로 15,3861,4778,4472,611 
서울특별시 서초구 명달로 20,2128,2128,2626,498 
서울특별시 서초구 명달로 33,2876,3480,3871,995 
서울특별시 서초구 명달로 5-103,1691,1704,1354,-337 
서울특별시 서초구 명달로 91,3839,3459,3760,-79 
서울특별시 서초구 명달로13길 21,3351,3672,3695,344 
서울특별시 서초구 명달로13길 7,2671,0,3496,825 
서울특별시 서초구 명달로16길 17-5,3557,0,4143,586 
서울특별시 서초구 명달로16길 31-13,2422,0,2023,-399 
서울특별시 서초구 명달로20길 25,2900,0,3381,481 
서울특별시 서초구 명달로20길 39,2852,2807,3313,461 
서울특별시 서초구 명달로22길 42,2417,2691,3437,1020 
서울특별시 서초구 명달로22길 45,2489,2771,2999,510 
서울특별시 서초구 명달로22길 64,2600,0,3288,688 
서울특별시 서초구 명달로22길 89,2158,0,3331,1173 
서울특별시 서초구 명달로4길 30,2805,3472,3670,865 
서울특별시 서초구 명달로6길 24,2352,0,3112,760 
서울특별시 서초구 명달로6길 31,3186,3994,4803,1617 
서울특별시 서초구 명달로8길 8,2718,2936,2968,250 
서울특별시 서초구 바우뫼로 103,3511,4081,4955,1444 
서울특별시 서초구 바우뫼로 33,3851,4099,4979,1128 
서울특별시 서초구 바우뫼로 53,4465,4591,5597,1132 
서울특별시 서초구 바우뫼로 91,3557,4082,5233,1676 
서울특별시 서초구 바우뫼로41길 30,2254,0,2986,732 
서울특별시 서초구 바우뫼로41길 62,2910,3033,2753,-157 
서울특별시 서초구 바우뫼로43길 23,2017,2371,3020,1003 
서울특별시 서초구 바우뫼로7길 29,3086,3658,4273,1187 
서울특별시 서초구 바우뫼로7길 51,2830,2446,3025,195 
서울특별시 서초구 반포대로 122,2634,2592,3391,757 
서울특별시 서초구 반포대로 275,7938,8338,11944,4006 
서울특별시 서초구 반포대로 310,4580,6028,7275,2695 
서울특별시 서초구 반포대로 58,2816,3482,3704,888 
서울특별시 서초구 반포대로10길 35,4323,4459,5257,934 
서울특별시 서초구 반포대로10길 42,4312,4195,5244,932 
서울특별시 서초구 반포대로21길 27,2843,3234,3394,551 
서울특별시 서초구 반포대로21길 62,3323,0,5581,2258 
서울특별시 서초구 반포대로21길 67,3091,3843,4247,1156 
서울특별시 서초구 반포대로23길 71,3961,3861,4427,466 
서울특별시 서초구 반포대로26길 20,2120,3101,2799,679 
서울특별시 서초구 반포대로39길 63-8,2914,0,3478,564 
서울특별시 서초구 반포대로3길 49,2560,0,2921,361 
서울특별시 서초구 반포대로4길 24,2356,2701,2473,117 
서울특별시 서초구 반포대로5길 65,2457,2483,3681,1224 
서울특별시 서초구 반포대로7길 45,3174,3473,4496,1322 
서울특별시 서초구 방배로 14,3420,4963,5955,2535 
서울특별시 서초구 방배로 239,3664,4183,4580,916 
서울특별시 서초구 방배로 249,3018,3538,3584,566 
서울특별시 서초구 방배로 270,4048,3915,4359,311 
서울특별시 서초구 방배로 278,3665,3979,4530,865 
서울특별시 서초구 방배로 63,2838,0,3014,176 
서울특별시 서초구 방배로11길 35,2653,0,4620,1967 
서울특별시 서초구 방배로13길 18,3152,3623,4125,973 
서울특별시 서초구 방배로18길 103,3634,0,4496,862 
서울특별시 서초구 방배로18길 57-13,2207,0,2654,447 
서울특별시 서초구 방배로18길 67,2878,3534,3581,703 
서울특별시 서초구 방배로19길 67,3574,4040,4876,1302 
서울특별시 서초구 방배로1길 9,2388,2459,3002,614 
서울특별시 서초구 방배로26길 41,3825,6595,4262,437 
서울특별시 서초구 방배로28길 63,2703,3640,3682,979 
서울특별시 서초구 방배로28길 90,3740,4275,4654,914 
서울특별시 서초구 방배로2길 24-5,4132,4598,5622,1490 
서울특별시 서초구 방배로2길 24-6,4010,4390,5029,1019 
서울특별시 서초구 방배로30길 84,3424,3790,3852,428 
서울특별시 서초구 방배로32길 109,4014,3898,4057,43 
서울특별시 서초구 방배로32길 17-16,3866,0,3995,129 
서울특별시 서초구 방배로32길 67-10,3614,3086,2669,-945 
서울특별시 서초구 방배로32길 71,4046,0,3872,-174 
서울특별시 서초구 방배로33길 29,2892,3358,3274,382 
서울특별시 서초구 방배로34길 17,2848,0,3536,688 
서울특별시 서초구 방배로34길 20,3579,0,3602,23 
서울특별시 서초구 방배로37길 26-9,2953,3925,5693,2740 
서울특별시 서초구 방배로3길 10-3,3111,4238,4627,1516 
서울특별시 서초구 방배로40길 15-13,2422,2597,3285,863 
서울특별시 서초구 방배로43길 2,3013,3717,4269,1256 
서울특별시 서초구 방배로43길 21,3507,4262,4969,1462 
서울특별시 서초구 방배로43길 30,3198,3611,4230,1032 
서울특별시 서초구 방배로43길 5,3512,4437,5135,1623 
서울특별시 서초구 방배로45길 2,3522,4400,4451,929 
서울특별시 서초구 방배로45길 27,2499,3412,3344,845 
서울특별시 서초구 방배선행길 1,3513,3562,4938,1425 
서울특별시 서초구 방배선행길 2,3598,4469,5785,2187 
서울특별시 서초구 방배중앙로 204,2432,0,3111,679 
서울특별시 서초구 방배중앙로 207-10,2930,3207,3826,896 
서울특별시 서초구 방배중앙로21길 55,4164,5825,4909,745 
서울특별시 서초구 방배천로 11,3770,5314,5132,1362 
서울특별시 서초구 방배천로18길 11,5288,6982,5180,-108 
서울특별시 서초구 방배천로4길 36,2877,2491,3004,127 
서울특별시 서초구 사임당로 130,4725,6020,6854,2129 
서울특별시 서초구 사임당로 137,4726,6121,6155,1429 
서울특별시 서초구 사임당로10길 39,3143,3594,3909,766 
서울특별시 서초구 사임당로17길 116,3526,3580,4855,1329 
서울특별시 서초구 사임당로17길 80,3013,3548,5277,2264 
서울특별시 서초구 사임당로17길 83,2583,0,4252,1669 
서울특별시 서초구 사임당로17길 90,2681,2452,2966,285 
서울특별시 서초구 사임당로19길 10,4105,5364,5852,1747 
서울특별시 서초구 사임당로23길 12,2256,2863,2969,713 
서울특별시 서초구 사임당로23길 53,3930,4247,5710,1780 
서울특별시 서초구 사임당로23길 58,3808,0,3927,119 
서울특별시 서초구 사평대로 142,3758,0,5240,1482 
서울특별시 서초구 사평대로 154,4049,5054,5668,1619 
서울특별시 서초구 사평대로 240,6042,5632,8296,2254 
서울특별시 서초구 사평대로12길 22,3111,0,4190,1079 
서울특별시 서초구 사평대로12길 45,3832,0,4466,634 
서울특별시 서초구 사평대로12길 55,3600,0,6066,2466 
서울특별시 서초구 사평대로14길 12,3016,3019,4260,1244 
서울특별시 서초구 사평대로16길 33,2860,0,3071,211 
서울특별시 서초구 사평대로26길 112,1916,1367,2324,408 
서울특별시 서초구 사평대로28길 31,4442,4091,5370,928 
서울특별시 서초구 사평대로28길 55,2220,0,2171,-49 
서울특별시 서초구 사평대로56길 7,2879,3429,4131,1252 
서울특별시 서초구 서래로 5,2341,0,3132,791 
서울특별시 서초구 서래로10길 26,4551,5723,5065,514 
서울특별시 서초구 서래로1길 25,1508,0,3066,1558 
서울특별시 서초구 서래로2길 54-6,3151,3561,3091,-60 
서울특별시 서초구 서래로8길 30,2684,2684,3481,797 
서울특별시 서초구 서리풀4길 36,2454,2618,2977,523 
서울특별시 서초구 서리풀4길 43,3993,4365,5324,1331 
서울특별시 서초구 서운로 104,6302,6810,9301,2999 
서울특별시 서초구 서운로 107,5861,7322,8250,2389 
서울특별시 서초구 서운로 122,3922,4384,4986,1064 
서울특별시 서초구 서운로 138,2034,2481,2838,804 
서울특별시 서초구 서운로 194,5049,4128,6630,1581 
서울특별시 서초구 서운로 197,4963,4445,5193,230 
서울특별시 서초구 서운로 200,6084,4613,7550,1466 
서울특별시 서초구 서운로 201,6955,6992,8717,1762 
서울특별시 서초구 서운로 212,6079,7187,8191,2112 
서울특별시 서초구 서운로 221,6875,5623,7016,141 
서울특별시 서초구 서운로11길 17,3270,3211,5060,1790 
서울특별시 서초구 서운로11길 23,3305,0,5443,2138 
서울특별시 서초구 서운로3길 29,2961,3508,3890,929 
서울특별시 서초구 서운로6길 15-13,2336,2997,4016,1680 
서울특별시 서초구 서운로6길 15-20,2530,2763,4639,2109 
서울특별시 서초구 서운로9길 18,4506,2750,2697,-1809 
서울특별시 서초구 서운로9길 63,4081,4353,4664,583 
서울특별시 서초구 서초대로 12,2184,0,2581,397 
서울특별시 서초구 서초대로 156,3389,3968,4236,847 
서울특별시 서초구 서초대로 17,3743,3718,3945,202 
서울특별시 서초구 서초대로 240,3484,3961,4862,1378 
서울특별시 서초구 서초대로 3-4,3193,4306,3725,532 
서울특별시 서초구 서초대로 334,3666,3526,4450,784 
서울특별시 서초구 서초대로 340,3145,3446,3680,535 
서울특별시 서초구 서초대로 385,4263,5179,5610,1347 
서울특별시 서초구 서초대로18길 6,2828,4255,3779,951 
서울특별시 서초구 서초대로1길 2,4068,4855,5769,1701 
서울특별시 서초구 서초대로1길 30,4950,6001,6020,1070 
서울특별시 서초구 서초대로1길 34,4576,6340,6216,1640 
서울특별시 서초구 서초대로23길 64,3435,0,3839,404 
서울특별시 서초구 서초대로23길 74,3333,3317,4186,853 
서울특별시 서초구 서초대로23길 93,2303,0,2872,569 
서울특별시 서초구 서초대로26길 19,4360,4456,5885,1525 
서울특별시 서초구 서초대로33길 22,3277,3515,3919,642 
서울특별시 서초구 서초대로33길 67,2327,2638,3248,921 
서울특별시 서초구 서초대로33길 84-24,3158,3496,3617,459 
서울특별시 서초구 서초대로33길 84-28,3181,0,4079,898 
서울특별시 서초구 서초대로33길 84-5,2453,2628,2965,512 
서울특별시 서초구 서초대로34길 34,3466,3898,3616,150 
서울특별시 서초구 서초대로38길 12,7539,7649,8722,1183 
서울특별시 서초구 서초대로40길 72,3978,5544,6099,2121 
서울특별시 서초구 서초대로46길 62,2943,3458,3939,996 
서울특별시 서초구 서초대로50길 84-8,2085,0,2606,521 
서울특별시 서초구 서초대로58길 10,2806,2885,3139,333 
서울특별시 서초구 서초대로64길 36,3498,4815,5300,1802 
서울특별시 서초구 서초대로65길 13-10,4639,5129,6680,2041 
서울특별시 서초구 서초대로74길 23,2963,3742,4143,1180 
서울특별시 서초구 서초대로74길 29,3197,3337,4596,1399 
서울특별시 서초구 서초대로74길 30,5408,6387,7071,1663 
서울특별시 서초구 서초대로78길 44,2366,0,2327,-39 
서울특별시 서초구 서초중앙로 110,3276,3228,3996,720 
서울특별시 서초구 서초중앙로 15,3132,3263,3683,551 
서울특별시 서초구 서초중앙로 18,2983,2951,3096,113 
서울특별시 서초구 서초중앙로 188,3611,3836,4361,750 
서울특별시 서초구 서초중앙로 200,5469,6426,7890,2421 
서울특별시 서초구 서초중앙로 220,6874,7965,7969,1095 
서울특별시 서초구 서초중앙로 242,4412,4170,5346,934 
서울특별시 서초구 서초중앙로 26,2787,3377,3150,363 
서울특별시 서초구 서초중앙로 45,3088,2862,3137,49 
서울특별시 서초구 서초중앙로12길 19,2178,0,2955,777 
서울특별시 서초구 서초중앙로22길 25,3034,3016,3033,-1 
서울특별시 서초구 서초중앙로22길 78,2515,0,2936,421 
서울특별시 서초구 서초중앙로24길 33,5275,5032,7476,2201 
