danjigubn,sedesu,nambang,sigog,siheg,gukag,eill,guard,danjicode,clean,food,water,ellbe,gisa,giha,cctv,gucha,amenities,doro,donli,danjiname,amenitiesCnt,price,market,school,station,bank,café,hospital ,ipji
아파트,893,개별난방,현대건설(주),응암8구역주택재개발조합,서림주택관리(주),9,8,A12201002,10,음식물쓰레기종량제,부스타방식,29,0,1093,396,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 은평구 백련산로 38,응암동,백련산힐스테이트2차,7,3253,40,80,0,8,32,9,169
아파트,"1,028",개별난방,현대건설,응암7구역 재개발사업조합,세화종합관리(주),9,9,A12201003,14,음식물쓰레기종량제,부스타방식,44,0,1266,422,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",서울특별시 은평구 백련산로2길 19,응암동,백련산힐스테이트1차,10,3057,40,40,0,3,12,10,105
아파트,"1,028",개별난방,현대건설,응암7구역 재개발사업조합,세화종합관리(주),9,9,A12201003,14,음식물쓰레기종량제,부스타방식,44,0,1266,422,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",서울특별시 은평구 백련산로2길 19,응암동,백련산힐스테이트1차,10,3057,40,40,0,3,12,10,105
아파트,552,개별난방,현대건설,SH공사,,5,5,A12201004,2,,부스타방식,8,80,524,110,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 은평구 백련산로2길 19,응암동,백련산힐스테이트임대,5,3057,40,40,0,3,12,10,105
아파트,552,개별난방,현대건설,SH공사,,5,5,A12201004,2,,부스타방식,8,80,524,110,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 은평구 백련산로2길 19,응암동,백련산힐스테이트임대,5,3057,40,40,0,3,12,10,105
아파트,350,개별난방,동부건설,동부건설,(주)경진관리,4,4,A12201005,3,음식물쓰레기종량제,부스타방식,13,0,427,144,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 은평구 백련산로 160,응암동,녹번역센트레빌,7,2709,60,20,0,17,36,36,169
아파트,206,개별난방,동아건설,응암5구역주택개량재개발조합,,2,2,A12201101,0,,고가수조식,2,137,0,16,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 은평구 백련산로 127,응암동,응암신동아,4,1784,60,40,0,19,42,58,219
아파트,299,개별난방,금호산업,금호산업,,5,4,A12201102,2,음식물쓰레기종량제,고가수조식,7,37,262,43,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 은평구 응암로 318,응암동,응암금호,3,2087,60,60,0,28,72,63,283
아파트,361,개별난방,대우건설,응암 제3구역 재개발조합,,5,4,A12201103,4,음식물쓰레기종량제,부스타방식,0,53,369,84,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 은평구 백련산로 146,응암동,응암푸르지오,5,2414,60,20,0,11,26,37,154
아파트,160,개별난방,경남기업,경남기업,우진관리주식회사,2,2,A12201301,1,음식물쓰레기종량제,고가수조식,6,72,52,16,,"관리사무소, 어린이놀이터, 자전거보관소",서울특별시 은평구 가좌로7나길 35,응암동,응암경남,3,1588,60,120,0,28,45,10,263
아파트,155,개별난방,한양,정원연립재건축조합,일신주택관리(주),2,2,A12204001,1,음식물쓰레기종량제,부스타방식,6,37,114,34,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 은평구 불광로 170,불광동,북한산수자인,4,2488,30,60,20,6,18,2,136
아파트,603,개별난방,현대건설,불광2구역 주택재개발조합,광인산업(주),6,8,A12204003,6,차량수거방식,부스타방식,31,3,677,287,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 은평구 불광로2길 33,불광동,북한산힐스테이트1차,7,2949,20,20,0,7,17,12,76
아파트,"1,185",개별난방,현대건설(주),(불광3구역)주택재개발조합,서림주택관리(주),10,12,A12204004,13,음식물쓰레기종량제,부스타방식,43,17,1220,500,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 은평구 불광로 122-10,불광동,북한산힐스테이트3차,8,3271,20,40,50,5,11,3,129
아파트,488,개별난방,롯데건설(주),불광제4구역주택재개발정비사업조합,(주)동우개발,5,6,A12204006,6,차량수거방식,부스타방식,4,0,593,120,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 은평구 불광로 64,불광동,불광롯데캐슬,8,3904,20,20,40,20,54,66,220
아파트,662,개별난방,현대건설(주),불광제1구역 재개발조합,(주)신성티엠,6,8,A12204102,7,차량수거방식,부스타방식,26,109,660,244,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 은평구 불광로2길 16,불광동,북한산현대홈타운,7,2873,20,20,40,20,62,72,234
아파트,200,개별난방,(주) 강산건설,미미주택(주),,2,2,A12205001,2,차량수거방식,고가수조식,8,47,162,32,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 은평구 갈현로29길 11,갈현동,갈현미미,4,1719,30,140,0,11,74,14,269
아파트,327,개별난방,대림,대림,율산개발(주),4,4,A12205003,3,음식물쓰레기종량제,부스타방식,9,40,347,79,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 은평구 서오릉로21길 47,구산동,갈현1단지e-편한세상,3,1852,20,100,0,6,17,12,155
아파트,366,개별난방,현대건설,갈현아파트재건축조합,서일개발,4,4,A12205004,4,음식물쓰레기종량제,고가수조식,8,91,276,64,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 은평구 서오릉로21길 36,구산동,갈현현대아파트,4,1642,10,100,0,1,8,1,120
아파트,178,개별난방,두산,두산,(주)디엠지관리,3,3,A12208001,2,차량수거방식,부스타방식,8,10,195,58,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 은평구 갈현로1길 36,신사동,신사두산위브,4,2351,20,40,0,5,26,19,110
아파트,228,개별난방,이랜드건설,이랜드건설,일신주택관리,4,2,A12208002,2,음식물쓰레기종량제,부스타방식,0,154,69,36,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 은평구 은평터널로 121-6,신사동,신사이랜드타운,6,2297,0,80,0,2,6,0,88
아파트,290,개별난방,토왕건설,서울시경검찰증연합주택,광인산업(주),4,4,A12208102,2,차량수거방식,부스타방식,9,34,142,29,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 은평구 가좌로 391,신사동,신사씨티,4,1723,30,40,0,3,9,2,84
아파트,296,개별난방,한신공영,신사 제1구역 주택재개발조합,디엠지관리,4,4,A12208103,2,차량수거방식,부스타방식,11,51,283,61,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 은평구 갈현로1길 31,신사동,신사한신휴플러스,4,2498,20,40,0,11,23,24,118
아파트,298,개별난방,라이프,라이프,서일개발(주),4,4,A12208104,2,차량수거방식,부스타방식,11,48,161,33,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 은평구 갈현로3다길 15,신사동,신사라이프씨티,5,1658,30,20,0,7,25,4,86
아파트,380,개별난방,현대건설,현대건설,광인산업(주),4,6,A12208105,3,차량수거방식,부스타방식,10,153,119,69,유,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",서울특별시 은평구 가좌로 344,신사동,신사현대2차,5,1715,20,20,0,13,28,24,105
아파트,238,개별난방,신성건설,신성,,4,4,A12208203,2,차량수거방식,부스타방식,2,180,0,16,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 은평구 증산로15길 67-7,신사동,신사신성,5,1504,0,80,0,2,6,1,89
아파트,445,개별난방,현대건설,산업은행 외 12개 주택조합,율산개발(주),4,6,A12208204,3,차량수거방식,부스타방식,16,191,91,72,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 은평구 은평터널로 164,신사동,새절역현대아파트,4,1734,40,100,0,12,26,15,193
아파트,570,개별난방,라이프건설,라이프건설,일신주택관리(주),5,12,A12208205,4,차량수거방식,부스타방식,7,391,0,47,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설",서울특별시 은평구 증산로15길 35-10,신사동,신사미성,4,2019,10,80,0,7,14,4,115
아파트,208,지역난방,대우푸르지오,SH공사,율산개발(주),4,2,A12220001,2,음식물쓰레기종량제,부스타방식,11,41,211,60,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",서울특별시 은평구 진관4로 78-7,진관동,은평뉴타운상림마을6단지 제1아파트(8단지 푸르지오),8,2096,10,20,0,5,3,2,40
아파트,298,지역난방,SH공사,현대산업개발,광인산업주식회사,4,2,A12220002,4,음식물쓰레기종량제,부스타방식,15,12,557,117,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 은평구 진관4로 48-50,진관동,은평뉴타운상림마을13단지,6,1859,10,60,0,5,4,2,81
아파트,335,지역난방,롯데건설(주),SH공사,인덕종합관리(주),6,4,A12220003,3,기타,부스타방식,20,80,434,111,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 은평구 진관4로 37,진관동,은평뉴타운상림마을2단지,6,2366,0,60,0,8,6,6,80
아파트,551,지역난방,(주)롯데건설,SH,광인산업(주),5,4,A12220004,4,거점장비수거방식,고가수조식,21,73,585,106,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 은평구 진관3로 70,진관동,은평뉴타운상림마을12단지,7,2919,20,60,0,8,15,7,110
아파트,707,지역난방,삼환기업,sh공사,인덕종합관리(주),6,6,A12220005,5,음식물쓰레기종량제,부스타방식,24,56,813,192,유,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 자전거보관소",서울특별시 은평구 진관4로 17,진관동,은평뉴타운상림마을1단지,6,2506,10,60,0,8,12,6,96
주상복합,175,개별난방,대교 대앤에스,대교디엔에스,,3,8,A12271402,2,음식물쓰레기종량제,부스타방식,4,20,250,40,무,"관리사무소, 노인정",서울특별시 은평구 연서로 149,갈현동,갈현베르빌주상복합아파트,2,2134,40,100,50,17,53,56,316
아파트,647,개별난방,삼성물산,불광제6구역 주택재개발조합,인덕종합관리(주),6,8,A12275201,7,차량수거방식,부스타방식,24,0,755,249,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 은평구 진흥로 267,불광동,북한산래미안,8,2740,20,0,0,1,2,0,23
아파트,882,개별난방,현대건설,현대건설,대한종합개발(주),9,10,A12275202,12,음식물쓰레기종량제,부스타방식,35,1236,0,365,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",서울특별시 은평구 통일로 796,불광동,북한산힐스테이트7차,6,3875,50,60,0,19,35,44,208
주상복합,209,개별난방,지에스 건설,지에스 건설,(주)무림하우징,4,4,A12275501,4,차량수거방식,부스타방식,7,0,476,128,유,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 은평구 수색로 217,수색동,DMC자이1단지,6,2646,20,0,110,19,62,12,223
아파트,203,개별난방,성원건설,SH공사,,5,1,A12276901,1,기타,부스타방식,5,29,117,24,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 은평구 갈현로7길 56,구산동,구산그린빌,6,1797,30,40,0,3,12,3,88
아파트,191,개별난방,코오롱건설주식회사,한남재건축조합,,4,4,A12281701,2,차량수거방식,부스타방식,8,32,203,45,유,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 은평구 갈현로29길 62,갈현동,코오롱하늘채아파트,5,1891,10,100,0,2,5,1,118
아파트,278,개별난방,현대산업개발,현대산업개발(주),,4,4,A12281702,3,음식물쓰레기종량제,고가수조식,1,94,192,47,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 은평구 갈현로33길 24,갈현동,갈현현대1차,3,1793,20,140,0,11,52,19,242
아파트,193,개별난방,한솔건설(주),한솔건설(주),태림주택종합관리,3,3,A12281801,2,차량수거방식,고가수조식,6,76,132,32,유,"관리사무소, 노인정, 어린이놀이터",서울특별시 은평구 갈현로23길 41,갈현동,갈현한솔아파트,3,1220,20,160,0,7,21,11,219
아파트,189,개별난방,이수건설(주),이수건설,율산개발(주),2,4,A12282102,2,차량수거방식,부스타방식,8,0,228,41,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 은평구 갈현로17길 17,구산동,브라운스톤구산,4,2041,20,100,0,14,23,13,170
아파트,475,개별난방,경남기업,재건축조합,세화종합관리(주),5,4,A12282203,6,차량수거방식,기타,14,171,456,102,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 은평구 갈현로11길 46,구산동,구산경남아너스빌,3,1872,30,40,0,7,24,10,111
아파트,192,개별난방,현대산업개발(주),현대산업개발(주),광인산업,3,4,A12283601,2,차량수거방식,부스타방식,8,67,199,34,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 은평구 서오릉로 46,녹번동,녹번현대2차,4,2486,40,20,50,23,57,24,214
아파트,341,개별난방,JR건설,JR건설,광인산업(주),8,4,A12283602,4,음식물쓰레기종량제,부스타방식,7,79,237,54,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 은평구 통일로 586-19,녹번동,녹번JR아파트,4,2686,20,20,50,4,18,24,136
