danjigubn,sedesu,nambang,sigog,siheg,gukag,eill,guard,danjicode,clean,food,water,ellbe,gisa,giha,cctv,gucha,amenities,doro,donli,danjiname,amenitiesCnt,price,market,school,station,bank,café,hospital ,ipji
아파트,125,개별난방,엘에이치,엘에이치등,,,,A14320004,,,,,,,,,,서울특별시 광진구 천호대로 716,구의동,아차산휴먼시아,0,3172,40,20,0,8,29,14,111
아파트,354,개별난방,우성건설(주),MBC외 6개 직장조합,신한영주택관리(주),5,6,A14320302,4,차량수거방식,부스타방식,9,139,96,33,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 광진구 구의강변로 42,구의동,구의강변우성,4,4195,40,60,50,20,52,31,253
아파트,"1,592",중앙난방,현대건설(주),프라임산업(주),(주)무림하우징,17,34,A14320304,15,음식물쓰레기종량제,고가수조식,28,342,1607,202,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 광진구 광나루로56길 29,구의동,구의현대프라임,6,5471,50,20,50,21,47,51,239
연립주택,159,개별난방,현대건설,광장11차현대지역주택조합,광인산업(주),5,4,A14321001,2,음식물쓰레기종량제,부스타방식,20,4,178,74,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 광진구 아차산로69길 29,광장동,광장11현대홈타운,4,6818,60,80,0,8,26,42,216
아파트,182,개별난방,(주)SK건설,대진연립 재건축조합,주)서일개발,2,4,A14322001,3,차량수거방식,고가수조식,4,26,181,32,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소, 기타",서울특별시 광진구 용마산로 174,중곡동,중곡SK,6,2824,10,40,40,11,30,12,143
아파트,91,개별난방,성원건설,성원건설,,,,A14322002,,,,,,,,,"관리사무소, 어린이놀이터, 자전거보관소",서울특별시 광진구 동일로 459,중곡동,성원상떼빌,3,1961,10,20,0,15,35,15,95
아파트,453,개별난방,현대건설주식회사,한원광장금융투자(주),우리관리주식회사,10,7,A14375301,7,차량수거방식,부스타방식,15,0,674,179,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 광진구 아차산로 537-17,광장동,광장힐스테이트,9,6797,60,100,20,9,22,35,246
아파트,119,개별난방,현대건설(주),국제약품,한국주택시설관리(주),8,4,A14375303,2,음식물쓰레기종량제,부스타방식,4,0,277,62,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 광진구 천호대로 808,광장동,현대홈타운12차,6,3990,40,140,50,8,39,9,286
아파트,96,개별난방,우성건설,우성건설,,,,A14375801,,,,,,,,,,서울특별시 광진구 뚝섬로33길 42,자양동,우성6,0,4479,20,80,40,31,137,71,379
아파트,185,개별난방,한솔,자양한강연합주택조합,미래에이비엠,4,2,A14376501,2,거점장비수거방식,부스타방식,2,67,137,37,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 광진구 뚝섬로56가길 28,자양동,한솔리베르,4,3630,10,60,0,4,22,14,110
아파트,279,개별난방,인정건설,인정건설,에이제이대원 주식회사,5,4,A14377402,5,차량수거방식,부스타방식,8,0,472,83,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 광진구 능동로4길 40,자양동,이튼타워리버5차,5,5359,10,40,50,7,55,21,183
아파트,576,중앙난방,SK건설,워커힐호텔,,18,44,A14380211,10,차량수거방식,부스타방식,20,741,0,13,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",서울특별시 광진구 아차산로 637,광장동,워커힐아파트,4,3114,10,20,0,11,27,2,70
아파트,302,개별난방,신동아건설,신동아건설,한국주택시설관리,4,5,A14380605,3,음식물쓰레기종량제,부스타방식,8,0,353,102,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 광진구 아차산로 599,광장동,광장신동아파밀리에,4,4300,30,60,50,15,40,7,202
아파트,380,개별난방,현대산업개발,현대산업개발,율산개발(주),5,8,A14381407,4,음식물쓰레기종량제,부스타방식,11,115,239,80,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 광진구 아차산로76길 31,광장동,광장동 광나루현대,4,3274,20,20,0,11,39,3,93
아파트,"1,056",개별난방,현대그룹제3직장 주택조합,현대건설,한국주택시설관리(주),9,22,A14381415,9,음식물쓰레기종량제,부스타방식,22,335,177,111,무,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",서울특별시 광진구 아차산로70길 62,광장동,광장현대3단지아파트,5,5125,60,80,0,11,28,57,236
아파트,242,개별난방,(주)금호건설,(주)금호건설,(주)현대개발,4,3,A14381504,2,차량수거방식,고가수조식,7,20,230,66,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 광진구 광나루로 579,광장동,광장동금호베스트빌,4,4487,50,60,0,9,36,39,194
아파트,360,개별난방,삼성종합건설,삼성종합건설,한국주택관리(주),4,10,A14381506,4,차량수거방식,부스타방식,6,148,0,16,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 광진구 아차산로 544,광장동,"광장삼성1,2차",4,4701,50,100,20,8,17,18,213
아파트,437,개별난방,현대건설,현대건설직장주택조합외3개,,5,5,A14381508,4,음식물쓰레기종량제,고가수조식,11,67,356,52,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 광진구 아차산로69길 19,광장동,광장현대9차,5,4944,60,100,0,10,25,40,235
아파트,537,개별난방,현대건설(주),현대건설(주),,5,8,A14381510,5,음식물쓰레기종량제,고가수조식,11,105,411,84,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 광진구 아차산로 522,광장동,광장현대8단지,3,4935,60,100,0,11,26,42,239
아파트,581,개별난방,현대건설(주),현대건설직장조합주택,한국주택시설관리(주),6,22,A14381512,5,음식물쓰레기종량제,부스타방식,11,230,141,65,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 광진구 아차산로70길 61,광장동,광장현대5단지,4,5600,60,80,0,9,16,41,206
아파트,654,개별난방,청구주택,삼성광장청구연합주택조함,광인산업(주),6,9,A14381513,6,음식물쓰레기종량제,부스타방식,11,115,363,93,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 광진구 아차산로 503-23,광장동,광장청구,3,4852,60,40,0,10,37,40,187
아파트,"1,170",개별난방,현대건설,광장동현대 서울제4지역주택조합외,,10,18,A14381516,11,음식물쓰레기종량제,부스타방식,25,90,1118,120,무,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 광진구 아차산로 549,광장동,광장현대파크빌,8,5499,50,120,50,7,21,16,264
아파트,252,개별난방,삼성,삼성,한국주택관리(주),6,3,A14382101,6,음식물쓰레기종량제,부스타방식,6,0,436,57,무,,서울특별시 광진구 구의강변로 106,구의동,구의삼성쉐르빌,0,3089,50,20,0,22,55,60,207
아파트,"1,606",개별난방,고려산업개발,현대건설,우리관리(주),11,32,A14383205,16,차량수거방식,부스타방식,33,421,970,221,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",서울특별시 광진구 광나루로56길 32,구의동,구의현대2단지,6,5221,50,20,20,22,50,59,221
아파트,357,개별난방,일성건설,일성건설,서일개발주식회사,4,7,A14383901,3,음식물쓰레기종량제,부스타방식,5,152,210,40,무,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",서울특별시 광진구 군자로12길 46,군자동,군자일성파크,5,2126,20,80,20,15,57,24,216
아파트,405,개별난방,우성,건국대 직장주택조합,서림주택관리(주),5,6,A14386109,3,음식물쓰레기종량제,고가수조식,9,144,0,38,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 광진구 뚝섬로 576,자양동,자양우성2차,4,4689,20,100,0,11,62,29,222
아파트,464,개별난방,우성,우성,,5,8,A14386110,5,음식물쓰레기종량제,고가수조식,17,380,0,39,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 광진구 뚝섬로35길 32,자양동,자양우성3차,4,4744,30,80,0,29,108,54,301
아파트,232,개별난방,경남기업(주),경남,우리관리(주),4,2,A14386802,3,음식물쓰레기종량제,고가수조식,4,56,193,57,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 광진구 뚝섬로52길 71,자양동,자양경남,5,3294,10,40,0,8,31,13,102
아파트,444,개별난방,(주) 한양,(주) 한양,,7,18,A14387605,6,차량수거방식,부스타방식,14,492,0,66,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 광진구 구의강변로 11,자양동,자양한양,5,3428,40,60,20,7,21,16,164
아파트,252,개별난방,현대건설(주),한전자양외2개조합,율산개발 유한회사,4,4,A14388204,2,차량수거방식,부스타방식,6,54,213,39,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 광진구 능동로4길 41,자양동,자양7차현대홈타운,3,4694,10,60,50,11,52,31,214
아파트,375,개별난방,삼성물산,자양삼성아파트재건축조합,율산개발 유한회사,4,5,A14388208,3,음식물쓰레기종량제,고가수조식,3,174,193,48,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 광진구 자양번영로3길 65,자양동,자양동삼성아파트,3,4418,20,100,20,8,59,28,235
아파트,592,개별난방,동부건설(주),신림5재개발조합,세화종합관리(주),5,12,A15101101,5,기타,부스타방식,9,114,287,60,유,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 관악구 신원로 26,신림동,신림동부,5,3166,10,20,20,20,114,69,253
아파트,157,개별난방,갑을건설,동심아파트재건축조합,씨엠자산관리,1,2,A15101501,2,차량수거방식,부스타방식,2,36,115,41,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 관악구 관천로24길 3,신림동,보라매갑을,4,2386,20,20,0,23,67,28,158
아파트,349,개별난방,대우건설(주),신림7구역 재개발조합,서림주택관리(주),4,7,A15101503,4,음식물쓰레기종량제,부스타방식,12,83,351,66,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 관악구 난곡로 66,신림동,신림2차푸르지오,7,2074,10,20,0,3,6,9,48
아파트,"2,810",개별난방,한국토지주택공사,금호외,현대하우징(주),25,28,A15101504,26,차량수거방식,부스타방식,81,760,2626,642,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 관악구 난곡로 55,신림동,관악산휴먼시아,5,2405,10,20,0,3,6,7,46
아파트,177,개별난방,벽산건설,삼두아파트재건축주택조합,(주)미래에이비엠,2,2,A15101505,2,기타,부스타방식,7,134,56,41,유,"관리사무소, 노인정, 어린이놀이터",서울특별시 관악구 호암로 519,신림동,신림벽산블루밍,3,2283,10,100,0,7,8,4,129
아파트,"1,482",개별난방,대한주택공사,한국토지주택공사,율산개발 유한회사,12,16,A15101506,12,차량수거방식,고가수조식,0,163,1767,323,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 관악구 호암로 399,신림동,삼성산주공3단지,6,1824,20,60,0,1,2,3,86
아파트,960,중앙난방,LH,LH,주택관리공단(주),8,6,A15101507,5,차량수거방식,부스타방식,14,196,159,62,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 관악구 광신길 160,신림동,신림주공1단지,4,1819,20,140,0,7,7,4,178
아파트,"1,634",중앙난방,현대산업개발,현대산업개발,세화종합관리(주),16,24,A15101508,15,차량수거방식,부스타방식,38,654,413,168,무,"관리사무소, 노인정, 어린이놀이터, 유치원",서울특별시 관악구 신림로29길 8,신림동,신림현대,4,2826,10,20,0,14,25,25,94
아파트,304,개별난방,(주)신도종합건설,(주)신도종합건설,무림하우징,3,4,A15101802,3,음식물쓰레기종량제,부스타방식,3,78,305,35,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 관악구 조원로16길 7,신림동,신림신도브래뉴,4,2026,20,20,20,26,63,47,196
아파트,227,개별난방,금호건설주식회사,경원연립재건축조합,세화종합관리(주),4,4,A15101901,2,차량수거방식,고가수조식,0,55,131,37,무,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",서울특별시 관악구 대학18길 9,신림동,신림금호타운1차,5,2028,10,60,0,7,30,2,109
아파트,783,개별난방,건영,건영,,6,18,A15101903,6,거점장비수거방식,부스타방식,17,523,17,75,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",서울특별시 관악구 신림로3길 40,신림동,건영3차아파트,5,2641,10,60,0,10,27,2,109
아파트,213,개별난방,동부건설,삼천리난우연립재건축조합,세화종합관리(주),4,2,A15102202,3,차량수거방식,부스타방식,6,1,240,53,유,"관리사무소, 노인정, 주민공동시설",서울특별시 관악구 미성3길 16,신림동,신림동부센트레빌,3,2970,0,40,0,16,23,38,117
아파트,373,개별난방,산호재건축조합,남광토건(주),(주)무림하우징,4,6,A15102203,4,거점장비수거방식,고가수조식,8,12,385,66,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 관악구 미성길 122,신림동,신림쌍용,4,2013,0,100,0,2,5,11,118
아파트,236,개별난방,(주)건영종합건설,송파지구연예인지역주택조합,한국주택시설관리(주),4,4,A15102902,2,기타,부스타방식,2,87,90,37,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 관악구 신림로48길 17-20,신림동,신림건영4차,4,2410,10,40,0,12,40,32,134
아파트,216,개별난방,s.h공사,sh,인헌아파트,3,2,A15105002,1,차량수거방식,고가수조식,0,200,76,16,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 관악구 낙성대로15길 66,봉천동,봉천인헌,4,2485,10,0,0,3,3,0,16
아파트,254,개별난방,삼성중공업,삼성중공업,한국주택시설관리(주),4,4,A15105005,3,차량수거방식,고가수조식,6,42,251,48,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 관악구 관악로 125,봉천동,서울대입구삼성아파트,3,3533,20,80,0,17,106,36,259
아파트,297,개별난방,현대산업개발,현대산업개발,삼정알엠씨(주),4,6,A15105006,2,차량수거방식,부스타방식,10,64,362,64,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",서울특별시 관악구 솔밭로7길 16,봉천동,낙성대현대홈타운,4,2667,40,100,20,16,51,30,257
아파트,363,개별난방,대우건설,까치산공원주택재건축정비사업조합,세화종합관리(주),5,4,A15105008,4,차량수거방식,부스타방식,11,0,417,133,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 관악구 행운10길 21,봉천동,관악파크푸르지오,7,3892,40,100,0,5,35,4,184
아파트,"2,134",개별난방,현대건설,봉천제1구역주택개량재개발조합,서림주택관리(주),15,31,A15105303,19,음식물쓰레기종량제,부스타방식,61,785,438,302,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 관악구 관악로 304,봉천동,관악현대,4,2394,20,80,0,16,36,6,158
아파트,"1,597",중앙난방,우성건설,봉천 7-1 재개발조합,태림주택종합관리(주),16,16,A15105603,11,기타,고가수조식,30,304,1328,232,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원",서울특별시 관악구 관악로30길 12,봉천동,관악우성아파트,7,2645,20,120,0,8,37,28,213
아파트,277,개별난방,(주)국제종합토건,SH공사,율산개발(주),4,2,A15106001,2,거점장비수거방식,고가수조식,3,39,100,30,무,"관리사무소, 노인정, 자전거보관소",서울특별시 관악구 양녕로6나길 18,봉천동,봉천신봉,3,2914,30,20,20,29,74,85,258
아파트,180,개별난방,자유종합건설(주),SH공사,유원종합관리(주),3,3,A15106101,2,음식물쓰레기종량제,고가수조식,4,0,208,47,유,"관리사무소, 노인정, 문고, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 관악구 인헌12길 46-2,봉천동,봉천은천1단지,6,2573,10,40,0,8,29,22,109
아파트,384,개별난방,(주)일성건설,도시개발공사,율산개발,4,4,A15106103,4,차량수거방식,부스타방식,7,13,324,93,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 관악구 인헌12길 46-1,봉천동,봉천은천2단지,4,3081,10,0,0,4,17,9,40
아파트,"2,001",개별난방,두산,두산,세화종합관리(주),12,28,A15106901,19,음식물쓰레기종량제,고가수조식,47,443,2009,176,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 유치원, 자전거보관소",서울특별시 관악구 봉천로 387,봉천동,"봉천두산1,2단지",6,3360,30,60,50,28,81,58,307
아파트,170,개별난방,한일건설,재건축 조합,(주)신원티엠씨(TMC),1,4,A15108001,2,음식물쓰레기종량제,부스타방식,9,38,170,48,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 관악구 남부순환로256라길 25,남현동,남현동한일유앤아이,4,2893,20,60,0,3,7,1,91
아파트,174,개별난방,우림건설,칠성화성재건축조합,성화개발(주),2,4,A15108003,2,차량수거방식,부스타방식,9,10,200,45,무,"노인정, 어린이놀이터",서울특별시 관악구 남현길 91,남현동,남현우림루미아트,2,3398,20,40,0,8,21,19,108
아파트,"1,261",개별난방,동아건설,동아건설,주식회사 한빛종합관리,9,24,A15176202,9,음식물쓰레기종량제,부스타방식,26,291,1373,162,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",서울특별시 관악구 관악로 285,봉천동,성현동아,4,2735,30,20,0,9,30,26,115
아파트,184,개별난방,(주)건영,동우재건축조합,아산종합관리(주),4,2,A15176602,2,음식물쓰레기종량제,고가수조식,3,10,157,21,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 관악구 관악로 133,봉천동,봉천건영6차아파트,4,3299,20,80,20,21,117,52,310
,95,,,,,,,A15176603,,,,,,,,,,서울특별시 관악구 관악로5길 42,봉천동,봉천갑을,0,2617,20,80,0,6,51,3,160
아파트,630,개별난방,국제종합건설,신림제2-2구역재개발조합,(주) 남경종합관리,6,10,A15176701,5,음식물쓰레기종량제,부스타방식,19,176,196,104,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 유치원, 커뮤니티공간",서울특별시 관악구 호암로 417,신림동,관악국제산장,6,1685,20,40,0,1,3,1,65
아파트,171,개별난방,라이프건설,신라연립,,2,4,A15177101,1,음식물쓰레기종량제,고가수조식,4,37,95,18,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 관악구 문성로 86,신림동,라이프아파트,3,2124,10,140,0,13,26,25,214
아파트,"2,105",개별난방,벽산건설,벽산건설,한국주택시설관리(주),13,36,A15178201,19,음식물쓰레기종량제,부스타방식,42,326,1850,291,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 기타",서울특별시 관악구 은천로 93,봉천동,관악벽산블루밍,6,2824,40,80,0,15,44,42,221
아파트,281,개별난방,벽산건설,관악아파트 재건축조합,한국안전산업(주),4,6,A15178202,3,거점장비수거방식,부스타방식,8,112,217,45,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 관악구 은천로15길 24,봉천동,봉천벽산블루밍3차,6,2590,30,60,0,16,47,47,200
아파트,112,개별난방,현대건설,현대건설,,1,2,A15178401,1,거점장비수거방식,고가수조식,0,77,19,24,무,"관리사무소, 어린이놀이터, 자전거보관소",서울특별시 관악구 조원로13길 15,신림동,신림2차현대,3,2608,30,20,0,22,50,32,154
아파트,465,개별난방,임광,난곡아파트 재건축조합,(주)신현대관리,5,5,A15179701,5,음식물쓰레기종량제,부스타방식,11,518,20,111,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 관악구 난곡로 167,신림동,임광관악파크,5,2180,0,40,0,9,11,23,83
아파트,203,개별난방,벽산건설,봉천동양연립재건축조합,(주)무림하우징,5,3,A15180701,2,차량수거방식,부스타방식,0,0,218,31,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 관악구 구암5가길 49,봉천동,봉천벽산타운2차,4,2485,40,80,0,4,11,6,141
아파트,"3,544",개별난방,"삼성물산,동아건설","삼성물산,동아건설",주식회사 푸른종합주택관리,23,22,A15180705,29,음식물쓰레기종량제,고가수조식,92,975,4429,437,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",서울특별시 관악구 성현로 80,봉천동,관악드림타운,4,2989,30,40,0,6,20,11,107
아파트,256,개별난방,해태건설(주),해태건설(주),(주)무림개발,4,4,A15183001,2,차량수거방식,고가수조식,4,0,237,82,유,"관리사무소, 어린이놀이터, 기타",서울특별시 관악구 보라매로3길 29,신대방동,해태보라매타워,3,2835,30,20,0,30,74,40,194
아파트,374,개별난방,풍림산업(주),봉천10구역주택재개발정비사업조합,아산종합관리(주),4,6,A15184101,4,차량수거방식,부스타방식,14,111,306,79,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 관악구 청룡길 78,봉천동,서울대입구아이원 (1560-61),6,3265,30,60,0,23,51,29,193
아파트,156,개별난방,성우종합건설(주),삼성연립재건축조합,광인산업(주),2,2,A15185201,2,음식물쓰레기종량제,고가수조식,4,32,143,24,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 관악구 남부순환로198길 7,신림동,신림현대성우,4,2680,30,40,20,16,67,25,198
아파트,492,개별난방,건영,건영,자치관리,4,8,A15185704,3,거점장비수거방식,고가수조식,6,307,0,16,무,"관리사무소, 노인정",서울특별시 관악구 문성로 74,신림동,신림건영1차,2,2620,10,140,0,12,24,16,202
아파트,201,개별난방,(주)우방,(주)우방,광인산업(주),3,2,A15187101,2,음식물쓰레기종량제,고가수조식,0,32,190,18,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 관악구 관천로27길 2,신림동,신림우방,4,2168,30,40,20,14,33,13,150
아파트,197,개별난방,대양건설(주),sh공사,,2,2,A15188801,1,차량수거방식,고가수조식,0,20,111,25,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 관악구 미성5길 40,신림동,신림초원,6,1619,0,60,0,12,17,35,124
아파트,280,개별난방,라이프,라이프,,3,5,A15190301,2,음식물쓰레기종량제,고가수조식,4,235,0,5,무,"관리사무소, 어린이놀이터",서울특별시 관악구 조원로2길 13,신림동,신림미성,2,2711,20,0,20,32,77,56,205
아파트,"1,456",개별난방,대우건설,미도재건축조합,서림주택관리(주),12,14,A15190705,15,음식물쓰레기종량제,부스타방식,33,227,1890,356,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",서울특별시 관악구 남부순환로 1430,신림동,신림푸르지오,6,2898,10,120,0,16,35,28,209
아파트,487,개별난방,동부건설,동부건설,삼정알엠씨(주),5,4,A15192201,5,차량수거방식,부스타방식,17,96,428,71,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 관악구 은천로33길 5,봉천동,관악동부센트레빌,7,3479,50,40,0,11,39,36,176
아파트,216,개별난방,(주)우리건설,(주)우리건설,세화종합관리(주),2,2,A15205001,2,차량수거방식,부스타방식,5,67,156,35,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 구로구 구로동로43길 10,구로동,우리유앤미,4,2026,20,20,0,9,21,23,93
아파트,442,개별난방,두산건설,두산건설,태영건물종합관리 주식회사,4,2,A15205002,2,차량수거방식,고가수조식,5,35,101,39,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 구로구 도림로 59,구로동,구로두산제2,4,2530,20,20,20,32,48,69,209
아파트,442,개별난방,두산건설,두산건설,태영건물종합관리 주식회사,4,2,A15205002,2,차량수거방식,고가수조식,5,35,101,39,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 구로구 도림로 59,구로동,구로두산제2,4,2530,20,20,20,32,48,69,209
아파트,296,개별난방,우성건설,구로연합주택조합,우리관리(주),4,4,A15205103,3,음식물쓰레기종량제,부스타방식,9,88,140,48,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설",서울특별시 구로구 구일로8길 31,구로동,구로우성(1동),4,2653,20,60,50,8,19,12,169
아파트,454,개별난방,한일건설,한일건설,우리관리(주),6,4,A15205104,5,음식물쓰레기종량제,부스타방식,11,77,462,79,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 구로구 가마산로 87,구로동,구로한일유엔아이,7,1901,10,0,0,17,29,1,57
아파트,829,개별난방,(주)우성건설,(주)우성건설,우리관리주식회사,7,8,A15205108,6,음식물쓰레기종량제,고가수조식,16,220,573,122,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 구로구 구일로2길 60,구로동,구일우성아파트,6,2215,10,0,0,1,9,6,26
아파트,240,개별난방,신성건설(주),남부아파트 재건축조합,(주)신대한관리,4,4,A15205301,2,음식물쓰레기종량제,부스타방식,8,98,154,60,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",서울특별시 구로구 시흥대로161길 50,구로동,구로신성미소지움,6,2430,30,20,0,36,92,42,220
아파트,498,개별난방,한신공영(주),구로제7구역주택재개발조합,서림주택관리(주),5,6,A15205303,4,음식물쓰레기종량제,부스타방식,12,0,498,106,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",서울특별시 구로구 디지털로31길 120,구로동,구로한신휴플러스,5,3438,20,60,20,27,72,43,242
아파트,660,개별난방,두산건설,두산건설,서림주택관리(주),5,6,A15205305,6,음식물쓰레기종량제,부스타방식,14,0,585,127,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 구로구 디지털로31길 85,구로동,구로두산위브,6,3561,40,40,50,35,99,44,308
아파트,"1,285",개별난방,두산건설,구로6구역재개발조합,에이제이대원 주식회사,10,10,A15205405,9,거점장비수거방식,고가수조식,19,40,774,101,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",서울특별시 구로구 도림로 59,구로동,구로두산,7,2530,20,20,20,32,48,69,209
아파트,"1,285",개별난방,두산건설,구로6구역재개발조합,에이제이대원 주식회사,10,10,A15205405,9,거점장비수거방식,고가수조식,19,40,774,101,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",서울특별시 구로구 도림로 59,구로동,구로두산,7,2530,20,20,20,32,48,69,209
주상복합,299,개별난방,GS건설(주),에이알디홀딩스(주),자이에스앤디(주),6,5,A15205508,5,기타,부스타방식,4,496,0,90,유,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 구로구 구로중앙로 134,구로동,신구로자이,6,2359,20,40,20,15,47,24,166
아파트,"1,252",중앙난방,(주)태영,(주)태영,(주)화신지엠에스,11,7,A15205513,14,음식물쓰레기종량제,부스타방식,26,291,1699,82,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 구로구 새말로 93,구로동,신도림태영타운,4,3324,60,20,40,27,87,53,287
아파트,600,개별난방,삼환기업,장미아파트조합,한국주택시설관리,6,4,A15208003,5,음식물쓰레기종량제,부스타방식,14,93,578,63,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 구로구 경인로 343,고척동,고척삼환로즈빌,8,2602,30,60,20,19,39,37,205
